category_1,brand_1,category_2,brand_2,num_households
pancake mixes,Maple Grove,pancake mixes,White Lily,88
pasta sauce,Chef Pizza,syrups,Pennant,88
syrups,Cozy Cottage,syrups,Michele's,87
pasta,Mrs Weiss,pasta sauce,Private Label,87
pancake mixes,Bruce's,pasta sauce,Private Label,87
pasta,Pennsylvania Dutch,pasta,Ronzoni,87
pasta,Al Dente,pancake mixes,Hungry Jack,87
pasta sauce,Chef Pizza,pasta,Healthy Harvest,87
pasta,Private Label,pasta sauce,Sinatra's,87
pasta sauce,Buitoni,pasta sauce,Private Label,87
pasta,DaVinci,pancake mixes,Maple Grove,87
syrups,Michele's,pasta,Private Label Value,87
pancake mixes,Bisquick,pasta,Dececco,87
pasta,DaVinci,syrups,Maple Grove,87
pasta,Alessi,syrups,Private Label,86
pasta,Al Dente,pasta sauce,Emeril's,86
syrups,Brier Rabbit,syrups,Cary's,86
pancake mixes,M W Flapstax,pasta sauce,Private Label Premium,86
syrups,Karo,syrups,Miller,86
pasta sauce,Newman's,pasta sauce,Patsy's,86
pasta sauce,Chef Pizza,syrups,Kellogg,85
pasta,Dreamfield,pasta,Pennsylvania Dutch,85
pasta,Barilla Plus,syrups,Brier Rabbit,85
pasta,Barilla Plus,pasta sauce,Candoni,85
pasta sauce,Barilla,pasta,Mrs Weiss,85
pasta sauce,Hunt's,pasta,Mrs Weiss,84
pasta,Healthy Harvest,pancake mixes,Mrs Butterworth,84
pasta,Barilla,syrups,HSE,84
pasta,Barilla,pasta sauce,Sinatra's,84
pasta sauce,Classico,pasta sauce,Mom's,84
pasta sauce,Bertolli,pasta,R&F,84
pancake mixes,Bisquick,pasta,Kraft,83
pasta sauce,Bertolli,pasta,Mrs Weiss,83
pancake mixes,Pioneer,syrups,Smuckers,83
pancake mixes,Hungry Jack,pasta,R&F,83
pasta,Private Label,pasta sauce,Raos,83
syrups,Brier Rabbit,syrups,Smuckers,83
syrups,Aunt Jemima,pasta,Mrs Weiss,83
pasta,Kraft,pasta,Private Label Value,83
pancake mixes,Aunt Jemima,pancake mixes,Bruce's,83
pasta sauce,Emeril's,pasta,Kraft,82
pasta sauce,Ragu,pasta sauce,Sinatra's,82
pasta sauce,Chef Pizza,syrups,Private Label Premium,82
pasta,Maggi Spaetzle,pasta sauce,Private Label,82
pancake mixes,Pioneer,pancake mixes,White Lily,82
syrups,HSE,syrups,Private Label,81
syrups,Aunt Jemima,pancake mixes,Classique,81
pasta,DaVinci,pasta,Pennsylvania Dutch,81
pasta,Ronzoni,pasta sauce,Roselli,81
pasta,Ronzoni,pasta sauce,Sinatra's,81
pasta,DaVinci,pancake mixes,Private Label Premium,81
syrups,HSE,pasta,Private Label Premium,81
syrups,Brier Rabbit,pasta,Dreamfield,81
syrups,HSE,pasta sauce,Prego,81
syrups,Aunt Jemima,pasta sauce,Boves,80
syrups,Brier Rabbit,pancake mixes,Krusteaz,80
pasta,Al Dente,pasta,DaVinci,80
pasta,Barilla Plus,pancake mixes,Mrs Butterworth,79
pasta sauce,Barilla,pasta,Maggi Spaetzle,78
syrups,Alaga,pancake mixes,Krusteaz,78
pasta,Private Label,pasta sauce,Roselli,78
pancake mixes,M W Flapstax,syrups,Private Label Premium,78
pasta,Colavita,pasta,San Giorgio,78
pasta sauce,Barilla,pasta sauce,Colavita,78
syrups,Alaga,pancake mixes,White Lily,77
pasta,Maggi Spaetzle,pasta,Mueller,77
pasta sauce,Mom's,pasta,Private Label Premium,77
pasta sauce,Candoni,syrups,Hungry Jack,77
pancake mixes,Private Label,pasta,R&F,77
pasta,Barilla,pasta sauce,Dell Amore,77
syrups,Brier Rabbit,syrups,Sobrab Bkstrp,77
pasta sauce,Emeril's,syrups,Private Label Value,77
pasta,Dreamfield,pancake mixes,Private Label Premium,76
pasta sauce,Emeril's,pancake mixes,Pioneer,76
pasta,Kraft,syrups,Private Label Premium,76
syrups,Log Cabin,syrups,Moonlite,76
pancake mixes,Aunt Jemima,pasta,Defino,76
syrups,Maple Grove,pancake mixes,White Lily,76
syrups,Kellogg,syrups,Maple Grove,75
pancake mixes,Maple Grove,pasta,Private Label Value,75
pasta,Notta,pasta sauce,Prego,75
pasta sauce,Classico,pancake mixes,Classique,75
pancake mixes,Bisquick,pancake mixes,Private Label Premium,75
pasta sauce,Barilla,pasta sauce,Boves,75
pasta,Dreamfield,pancake mixes,Maple Grove,75
pasta sauce,Barilla,pasta sauce,Patsy's,74
syrups,Grandma Molases,pancake mixes,Mrs Butterworth,74
syrups,Grandma Molases,syrups,Private Label Value,74
pasta sauce,Barilla,pasta,Defino,74
pasta,Dreamfield,pancake mixes,Mrs Butterworth,74
pasta sauce,Barilla,pasta,R&F,74
pasta sauce,Barilla,pancake mixes,Bruce's,74
pancake mixes,Maple Grove,pancake mixes,Private Label Premium,73
pasta sauce,Classico,pasta sauce,Raos,73
pasta,DaVinci,syrups,Sobrab Bkstrp,73
pasta,Healthy Harvest,syrups,Michele's,73
pasta sauce,Bertolli,pasta,Notta,73
pasta sauce,Bertolli,pasta sauce,Mom's,72
pasta,Alessi,pasta sauce,Bertolli,72
syrups,Cozy Cottage,pasta,Pennsylvania Dutch,72
pasta,Dececco,pancake mixes,Hodgson Mills,72
pasta sauce,Chef Pizza,pasta sauce,Emeril's,72
pancake mixes,M W Flapstax,pasta sauce,Newman's,72
pasta sauce,Private Label Premium,pasta,R&F,71
syrups,Aunt Jemima,pasta sauce,Colavita,71
pasta sauce,Classico,pasta sauce,Sinatra's,71
pasta,Eddie,pasta,Ronzoni,71
syrups,Log Cabin,pasta,R&F,71
pancake mixes,Hodgson Mills,syrups,Michele's,71
syrups,Cary's,syrups,Michele's,71
syrups,Kellogg,pancake mixes,M W Flapstax,71
pancake mixes,Bisquick,pasta sauce,Chef Pizza,70
pasta sauce,Mom's,pasta,Mueller,70
pasta,Eddie,pasta sauce,Prego,70
pasta,Colavita,pasta,No Yolks,70
pasta,Colavita,pasta sauce,Newman's,70
pancake mixes,Aunt Jemima,syrups,Moonlite,70
pasta sauce,Mom's,pasta sauce,Prego,70
pancake mixes,M W Flapstax,pasta,Private Label Value,70
pasta sauce,Emeril's,syrups,Sobrab Bkstrp,70
pancake mixes,Aunt Jemima,pancake mixes,Classique,70
pancake mixes,Classique,pasta,San Giorgio,70
syrups,Kellogg,syrups,Sobrab Bkstrp,69
pasta sauce,Classico,pasta,Pasta Shoppe,69
pasta sauce,Ragu,pasta sauce,Raos,68
pasta,Barilla Plus,syrups,Sobrab Bkstrp,68
pasta sauce,Mom's,pasta sauce,Ragu,68
syrups,Moonlite,syrups,Mrs Butterworth,68
pancake mixes,Maple Grove,pancake mixes,Pioneer,68
pancake mixes,Aunt Jemima,pasta,Mrs Weiss,68
syrups,Michele's,syrups,Spring Tree,68
pancake mixes,Private Label Premium,syrups,Private Label Value,68
pasta,Private Label Premium,pasta sauce,Raos,68
pasta,Hodgson Mills,pancake mixes,M W Flapstax,67
pancake mixes,Krusteaz,pasta,Pennsylvania Dutch,67
syrups,Karo,pasta,Mrs Weiss,67
pasta,Private Label Value,pasta,R&F,67
pancake mixes,Classique,syrups,Mrs Butterworth,67
pasta sauce,Colavita,pasta sauce,Newman's,67
pasta sauce,Bertolli,pancake mixes,Classique,66
pancake mixes,Bruce's,pancake mixes,Hungry Jack,66
syrups,Pennant,pancake mixes,Private Label Premium,66
pancake mixes,Aunt Jemima,pasta sauce,Buitoni,66
pasta,Healthy Harvest,pancake mixes,M W Flapstax,66
pasta sauce,Dell Amore,pasta,Ronzoni,66
syrups,Alaga,syrups,Hungry Jack,66
pasta,Colavita,pasta,Hodgson Mills,66
syrups,Grandma Molases,pancake mixes,Private Label Premium,66
syrups,Cozy Cottage,syrups,Sobrab Bkstrp,66
pasta,Dreamfield,syrups,Maple Grove,65
pasta,Al Dente,pasta,Barilla Plus,65
pasta,Dreamfield,syrups,Private Label Value,65
pancake mixes,Mrs Butterworth,pancake mixes,Private Label Premium,65
pasta,Mueller,pasta sauce,Roselli,65
syrups,Alaga,syrups,Kellogg,65
pasta sauce,Chef Pizza,pasta,Dreamfield,64
syrups,Grandma Molases,pancake mixes,Maple Grove,64
pasta,Notta,pasta sauce,Private Label,64
pasta,Pasta Shoppe,pasta sauce,Prego,64
syrups,Mrs Butterworth,pasta,Mrs Weiss,64
pasta sauce,Boves,pasta sauce,Newman's,64
pasta sauce,Alessi,pasta,Barilla,64
pancake mixes,Aunt Jemima,pasta sauce,Patsy's,64
pancake mixes,Bruce's,syrups,Private Label Premium,64
syrups,Alaga,syrups,Cary's,64
pasta,Maggi Spaetzle,pasta sauce,Private Label Premium,63
pasta sauce,Classico,pasta,Eddie,63
pasta sauce,Ragu,pasta sauce,Roselli,63
syrups,Cary's,pasta,Pennsylvania Dutch,62
pasta,Defino,pasta,No Yolks,62
syrups,HSE,pasta,San Giorgio,62
syrups,HSE,pasta sauce,Private Label,62
syrups,Alaga,pasta sauce,Newman's,62
pasta,Al Dente,pasta,Dececco,62
pasta,Defino,pasta,Hodgson Mills,62
pancake mixes,Classique,pancake mixes,Private Label Premium,62
pasta sauce,Bertolli,syrups,Moonlite,62
pasta sauce,Prego,pasta sauce,Roselli,61
syrups,Cozy Cottage,pancake mixes,M W Flapstax,61
syrups,Alaga,syrups,Miller,61
syrups,Miller,syrups,Mrs Butterworth,61
pasta,Maggi Spaetzle,pasta,No Yolks,61
syrups,Brier Rabbit,syrups,Spring Tree,60
pancake mixes,Bisquick,syrups,Michele's,60
pasta,Private Label,pasta,Wacky Mac,60
pancake mixes,Hungry Jack,syrups,Moonlite,60
pasta,Healthy Harvest,pasta,Kraft,59
pasta sauce,Emeril's,pasta sauce,Patsy's,59
pasta,Mrs Weiss,pasta sauce,Private Label Premium,59
pasta,Colavita,syrups,Northwoods,59
pancake mixes,Bruce's,syrups,Log Cabin,59
syrups,Alaga,syrups,Cozy Cottage,59
pasta,Defino,pasta,San Giorgio,59
syrups,Brier Rabbit,pancake mixes,Hodgson Mills,59
syrups,Karo,pasta,Maggi Spaetzle,59
pasta,Defino,pasta,Healthy Harvest,59
syrups,Aunt Jemima,pasta,Maggi Spaetzle,59
pasta,Notta,syrups,Private Label,59
pasta,Dececco,pancake mixes,Private Label Premium,58
pasta,Mueller,pasta sauce,Sinatra's,58
pasta,Maggi Spaetzle,pasta,Ronzoni,58
pancake mixes,Hodgson Mills,syrups,Private Label Value,58
pasta,Barilla,pasta,Mother's,58
pancake mixes,Classique,pasta sauce,Hunt's,58
pasta,Alessi,pasta sauce,Private Label,57
pasta sauce,Colavita,pasta,Hodgson Mills,57
pancake mixes,Bruce's,pasta,Hodgson Mills,57
pasta,Colavita,pasta sauce,Hunt's,57
pasta,Barilla Plus,pasta,Pennsylvania Dutch,57
pasta,Private Label Premium,pasta sauce,Sinatra's,57
pasta,Pasta Shoppe,syrups,Private Label,57
pasta,DaVinci,syrups,Private Label Value,57
pasta,Defino,pasta sauce,Newman's,57
syrups,Hungry Jack,syrups,Moonlite,57
syrups,Alaga,pasta,Hodgson Mills,56
pasta,Dececco,pasta,Pennsylvania Dutch,56
pancake mixes,Classique,syrups,Log Cabin,56
pasta,Defino,syrups,Hungry Jack,56
pasta sauce,Bertolli,pasta sauce,Raos,55
pancake mixes,Hungry Jack,pasta,Mrs Weiss,55
syrups,HSE,pasta sauce,Hunt's,55
pasta sauce,Buitoni,pasta,Hodgson Mills,55
pasta,Colavita,syrups,Private Label Premium,55
pasta sauce,Candoni,pasta,Dreamfield,55
pasta sauce,Hunt's,pasta,Maggi Spaetzle,55
pasta,Alessi,pasta sauce,Barilla,55
pasta sauce,Dell Amore,pasta,Mueller,55
pasta,Defino,pasta sauce,Private Label Premium,55
pasta,Mrs Weiss,pasta,No Yolks,55
pancake mixes,Classique,pancake mixes,Hungry Jack,54
pasta sauce,Bertolli,pasta sauce,Sinatra's,54
pasta,Barilla Plus,syrups,Private Label Value,54
pasta sauce,Buitoni,syrups,Karo,54
pasta,Mother's,pasta,Private Label,54
pasta sauce,Candoni,pasta,DaVinci,54
pasta,Maggi Spaetzle,syrups,Mrs Butterworth,54
syrups,Brier Rabbit,pasta,Pennsylvania Dutch,54
syrups,Miller,pasta,No Yolks,54
pancake mixes,Bruce's,syrups,Karo,54
syrups,Alaga,syrups,Private Label Premium,54
pasta,Maggi Spaetzle,syrups,Private Label Premium,54
syrups,Alaga,pancake mixes,Mrs Butterworth,54
pasta,Mueller,pasta sauce,Raos,54
syrups,Alaga,syrups,Private Label Value,54
pasta sauce,Patsy's,syrups,Private Label,53
pasta,Alessi,pasta,Hodgson Mills,53
pasta,Eddie,syrups,Private Label,53
pancake mixes,Bisquick,syrups,Brier Rabbit,53
pasta sauce,Buitoni,pancake mixes,Hungry Jack,53
syrups,Michele's,pancake mixes,White Lily,53
syrups,Moonlite,syrups,Private Label Premium,53
pasta sauce,Buitoni,pasta,Creamette,53
pancake mixes,Bisquick,syrups,Maple Grove,53
pasta sauce,Alessi,pasta,Private Label,53
pasta,Maggi Spaetzle,pasta sauce,Newman's,53
pancake mixes,Classique,syrups,Hungry Jack,53
pasta sauce,Buitoni,pasta,San Giorgio,53
pasta,Private Label Premium,pasta sauce,Roselli,52
pasta sauce,Barilla,pasta,Notta,52
pasta,Dececco,pancake mixes,White Lily,52
pasta,Mrs Weiss,pasta sauce,Newman's,52
pasta,Alessi,syrups,Aunt Jemima,52
pasta,Alessi,pasta,San Giorgio,52
pasta,Mother's,pasta,Ronzoni,52
pasta,Al Dente,pancake mixes,Private Label,52
pasta sauce,Patsy's,pasta sauce,Private Label Premium,51
pasta sauce,Classico,pasta sauce,Roselli,51
pasta,Kraft,syrups,Smuckers,51
pasta,Hodgson Mills,pasta,Mrs Weiss,51
pancake mixes,Bruce's,pasta sauce,Newman's,51
pasta sauce,Classico,syrups,HSE,51
pasta sauce,Bertolli,pasta,Eddie,51
pancake mixes,Aunt Jemima,pasta,Maggi Spaetzle,50
pasta,Hodgson Mills,pasta,Notta,50
pasta,Alessi,syrups,Private Label Premium,50
pasta,Hodgson Mills,syrups,Moonlite,50
syrups,Maple Grove,syrups,Michele's,50
pasta sauce,Candoni,pasta,Healthy Harvest,50
pasta sauce,Candoni,syrups,Cozy Cottage,50
pasta,Alessi,pancake mixes,Aunt Jemima,50
pasta,Barilla,pasta,Orzo,50
pasta sauce,Buitoni,pasta sauce,Hunt's,50
pasta,Defino,syrups,Karo,50
pasta sauce,Alessi,pasta,Private Label Premium,50
pasta sauce,Boves,pasta,Hodgson Mills,50
pasta,Colavita,pancake mixes,Hungry Jack,50
pasta,Pennsylvania Dutch,syrups,Smuckers,50
pasta sauce,Buitoni,pasta,No Yolks,50
syrups,Cary's,syrups,Sobrab Bkstrp,49
pasta sauce,Barilla,pasta,Eddie,49
pasta sauce,Buitoni,syrups,Private Label Premium,49
pasta,Private Label,pasta,Sugar Buster,49
syrups,Grandma Molases,syrups,Sobrab Bkstrp,49
pasta sauce,Dell Amore,pasta,Private Label Premium,49
syrups,Aunt Jemima,pasta,Notta,49
pasta sauce,Boves,syrups,Private Label,49
syrups,Grandma Molases,syrups,Michele's,49
pasta sauce,Barilla,syrups,Moonlite,49
pasta sauce,Candoni,pancake mixes,Private Label,49
pasta,Kraft,pancake mixes,Krusteaz,49
pasta sauce,Prego,pasta sauce,Sinatra's,48
syrups,Northwoods,pasta,Notta,48
pasta,Alessi,syrups,Mrs Butterworth,48
pancake mixes,M W Flapstax,syrups,Private Label Value,48
pasta sauce,Classico,pasta sauce,Dell Amore,48
pasta,DaVinci,pasta,Kraft,48
pancake mixes,Classique,syrups,Karo,48
pasta,Mrs Weiss,pasta,Mueller,48
pasta,Colavita,syrups,Mrs Butterworth,48
pasta,Alessi,syrups,Karo,48
pancake mixes,Maple Grove,syrups,Michele's,48
pasta,Eddie,pasta sauce,Private Label,48
pasta sauce,Candoni,pancake mixes,Krusteaz,48
pasta sauce,Alessi,pasta,Creamette,48
pasta,Healthy Harvest,pasta,Mrs Weiss,47
pancake mixes,Mrs Butterworth,pancake mixes,Pioneer,47
pasta sauce,Bertolli,syrups,Miller,47
syrups,Grandma Molases,pancake mixes,Pioneer,47
pasta,Al Dente,pasta,Dreamfield,47
pasta,Eddie,pasta sauce,Newman's,47
pasta,Colavita,pasta sauce,Private Label Premium,47
pancake mixes,Bruce's,pancake mixes,Private Label,47
pasta sauce,Colavita,syrups,Private Label,47
pasta sauce,Chef Pizza,syrups,Cozy Cottage,47
pasta,Dececco,pancake mixes,Mrs Butterworth,47
pasta,Defino,pancake mixes,Hungry Jack,47
pasta,Orzo,pasta,Private Label,47
pasta,Barilla Plus,syrups,Michele's,47
pasta sauce,Dell Amore,pasta,Private Label,47
pasta,Hodgson Mills,pasta,Maggi Spaetzle,47
pancake mixes,Classique,syrups,Private Label Premium,46
pancake mixes,Hungry Jack,pasta,Maggi Spaetzle,46
pasta,Alessi,pasta,DaVinci,46
syrups,Log Cabin,pasta,Mrs Weiss,46
pasta,Defino,pasta,Mueller,46
pasta sauce,Boves,pasta,San Giorgio,46
pasta sauce,Buitoni,pasta sauce,Private Label Premium,46
pasta,Orzo,pasta,Ronzoni,46
pasta,Hodgson Mills,pasta sauce,Patsy's,46
pasta sauce,Bertolli,pasta,Pasta Shoppe,46
pasta,Mrs Weiss,syrups,Private Label Premium,46
pasta sauce,Newman's,pasta,Notta,46
pasta sauce,Candoni,syrups,Kellogg,45
pasta,Eddie,syrups,Private Label Premium,45
pasta,Eddie,pasta,Hodgson Mills,45
pancake mixes,Bruce's,pancake mixes,Maple Grove,45
pasta sauce,Boves,pasta sauce,Private Label,45
pasta sauce,Buitoni,pasta sauce,Emeril's,45
pancake mixes,Bruce's,syrups,Mrs Butterworth,45
pancake mixes,Classique,pancake mixes,Krusteaz,45
pasta sauce,Buitoni,syrups,Northwoods,45
pasta sauce,Patsy's,pasta,San Giorgio,45
pasta,Dreamfield,pasta,Kraft,45
pasta,Hodgson Mills,pasta,R&F,45
syrups,Smuckers,syrups,Sobrab Bkstrp,45
pasta sauce,Ragu,pasta,Sugar Buster,45
pasta,Al Dente,pasta,Private Label Value,45
pancake mixes,M W Flapstax,pasta,Ronzoni,45
pasta,Orzo,pasta,Private Label Premium,45
pancake mixes,Classique,pasta,Mueller,44
pasta sauce,Dell Amore,pasta sauce,Ragu,44
pasta,Dreamfield,syrups,Michele's,44
pasta sauce,Alessi,pasta sauce,Ragu,44
pasta,Mother's,pasta,Mueller,44
pasta sauce,Boves,pasta,No Yolks,44
pasta sauce,Candoni,pasta,Private Label Value,44
pasta,Dreamfield,pancake mixes,Pioneer,44
pancake mixes,Bruce's,pasta sauce,Hunt's,44
pasta,Eddie,pasta,Mueller,44
syrups,Sobrab Bkstrp,pancake mixes,White Lily,43
syrups,Alaga,syrups,Grandma Molases,43
syrups,Hungry Jack,pasta,R&F,43
syrups,Aunt Jemima,pasta sauce,Roselli,43
pasta sauce,Buitoni,syrups,Log Cabin,43
syrups,Aunt Jemima,pasta sauce,Mom's,43
syrups,Brier Rabbit,pasta,Dececco,43
pasta sauce,Barilla,syrups,Miller,43
syrups,HSE,syrups,Karo,43
syrups,Sobrab Bkstrp,syrups,Spring Tree,43
pasta,Hodgson Mills,syrups,HSE,43
pancake mixes,Pioneer,syrups,Private Label Value,43
pasta sauce,Boves,pasta sauce,Emeril's,43
syrups,Brier Rabbit,syrups,Maple Grove,43
syrups,Aunt Jemima,pasta,Eddie,43
pasta,Mrs Weiss,pasta,R&F,42
pancake mixes,Bisquick,pancake mixes,Pioneer,42
pasta,Alessi,pasta sauce,Private Label Premium,42
pancake mixes,Krusteaz,pancake mixes,M W Flapstax,42
pasta,Dreamfield,syrups,Sobrab Bkstrp,42
pasta,Alessi,pasta sauce,Hunt's,42
pasta,Defino,syrups,Mrs Butterworth,42
pasta,Healthy Harvest,pancake mixes,Pioneer,42
syrups,Northwoods,pasta sauce,Patsy's,42
pasta sauce,Barilla,pancake mixes,Classique,42
pasta sauce,Chef Pizza,pancake mixes,Krusteaz,42
syrups,Miller,pasta,Private Label Value,42
pancake mixes,Hodgson Mills,pasta,Pennsylvania Dutch,42
syrups,Michele's,pancake mixes,Private Label Premium,42
pasta sauce,Newman's,pasta sauce,Roselli,42
syrups,Log Cabin,syrups,Miller,42
pasta,Al Dente,syrups,Northwoods,41
syrups,Mrs Butterworth,pasta sauce,Patsy's,41
pancake mixes,Classique,pasta sauce,Private Label,41
pasta,Dell Alpe,pasta,Private Label,41
syrups,Miller,pasta,San Giorgio,41
pasta,Al Dente,syrups,Smuckers,41
pasta sauce,Patsy's,pasta sauce,Private Label,41
pasta,Dreamfield,pancake mixes,M W Flapstax,41
pasta sauce,Buitoni,syrups,Mrs Butterworth,41
pasta,Pennsylvania Dutch,pancake mixes,Private Label Premium,40
pasta sauce,Ragu,pasta,Wacky Mac,40
syrups,Moonlite,pasta sauce,Private Label Premium,40
syrups,Cozy Cottage,pasta,Kraft,40
syrups,Alaga,pancake mixes,Bisquick,40
pasta,Dececco,pasta,Maggi Spaetzle,40
pasta,Mrs Weiss,pasta,Private Label Value,40
pasta sauce,Alessi,pasta sauce,Classico,40
syrups,Maple Grove,pancake mixes,Private Label Premium,40
pancake mixes,Aunt Jemima,pasta sauce,Colavita,40
pasta,Colavita,pasta,Private Label Value,40
syrups,Grandma Molases,pasta,Pennsylvania Dutch,40
pasta,Healthy Harvest,syrups,Moonlite,40
pancake mixes,Hungry Jack,pasta sauce,Patsy's,39
syrups,Aunt Jemima,pasta,Pasta Shoppe,39
pasta,Defino,pasta,Ronzoni,39
pasta,Defino,syrups,Log Cabin,39
pasta sauce,Boves,pasta sauce,Private Label Premium,39
pasta,Al Dente,syrups,Kellogg,39
syrups,Moonlite,pasta,No Yolks,39
pancake mixes,Bruce's,pancake mixes,Hodgson Mills,39
pasta sauce,Bertolli,pasta sauce,Dell Amore,39
pasta,Colavita,syrups,Karo,39
syrups,HSE,syrups,Private Label Premium,39
pasta sauce,Bertolli,pasta sauce,Roselli,39
pasta sauce,Chef Pizza,syrups,Grandma Molases,39
syrups,Cary's,pancake mixes,M W Flapstax,39
syrups,Brier Rabbit,pancake mixes,Private Label Premium,39
pasta,Barilla,pasta sauce,San Marzano,39
syrups,Michele's,syrups,Pennant,39
pasta,Defino,syrups,Private Label Premium,39
syrups,Private Label,pasta,Wacky Mac,38
pasta,Dececco,pancake mixes,Maple Grove,38
pasta,Alessi,pasta sauce,Newman's,38
pasta sauce,Mom's,pasta sauce,Newman's,38
pasta sauce,Barilla,pasta sauce,Raos,38
pasta sauce,Colavita,pasta sauce,Private Label,38
syrups,Log Cabin,pasta,Maggi Spaetzle,38
pasta,Alessi,pasta,Healthy Harvest,38
pasta,Barilla,pasta,Wacky Mac,38
pasta,Private Label Premium,pasta,Wacky Mac,38
syrups,Hungry Jack,pasta,Maggi Spaetzle,38
pasta sauce,Candoni,pancake mixes,Hodgson Mills,38
pasta,Al Dente,pancake mixes,Krusteaz,38
pasta,Notta,pasta,San Giorgio,38
syrups,Log Cabin,pasta sauce,Patsy's,38
pasta sauce,Colavita,syrups,Private Label Premium,38
pasta,Barilla Plus,pasta,Kraft,38
pancake mixes,Bruce's,pasta,No Yolks,38
pasta sauce,Barilla,pasta sauce,Roselli,38
pasta,Barilla Plus,pasta sauce,Chef Pizza,38
syrups,Fifty 50,pasta,Private Label,38
pasta sauce,Buitoni,pasta,DaVinci,38
syrups,Pine Mountain,pasta,Private Label,37
pasta,Hodgson Mills,pasta,Sugar Buster,37
pasta,Mother's,pasta,Private Label Premium,37
pasta,Maggi Spaetzle,pasta,Private Label Value,37
pasta,Barilla Plus,pasta sauce,Buitoni,37
pancake mixes,Bruce's,syrups,Spring Tree,37
pancake mixes,Mrs Butterworth,pasta,Pennsylvania Dutch,37
pasta sauce,Chef Pizza,pancake mixes,Mrs Butterworth,37
pasta sauce,Candoni,syrups,Cary's,37
syrups,Moonlite,pancake mixes,Private Label,37
pasta,Creamette,pasta,Eddie,37
syrups,Michele's,pancake mixes,Mrs Butterworth,37
pasta,Ronzoni,pasta,Sugar Buster,37
pasta sauce,Colavita,pasta sauce,Emeril's,37
pasta sauce,Cento,pasta,Private Label Premium,36
syrups,Moonlite,pasta sauce,Newman's,36
pasta,Dececco,pasta sauce,Patsy's,36
pasta,Colavita,pasta,DaVinci,36
pasta sauce,Cento,pasta sauce,Classico,36
pasta sauce,Candoni,syrups,Spring Tree,36
pasta,Mueller,pasta,Orzo,36
syrups,Brier Rabbit,syrups,Private Label Value,36
pancake mixes,Aunt Jemima,syrups,HSE,36
pasta sauce,Brother's,pasta,Private Label,36
syrups,Aunt Jemima,pasta sauce,Sinatra's,36
syrups,Karo,pasta sauce,Patsy's,36
pasta,Creamette,pasta,Wacky Mac,36
pasta sauce,Bertolli,syrups,HSE,36
pasta,Barilla,pasta sauce,Cento,36
pasta,Pasta Shoppe,pasta sauce,Private Label Premium,36
pasta,Colavita,syrups,Log Cabin,36
pasta,Pasta Shoppe,pasta sauce,Private Label,36
syrups,Aunt Jemima,syrups,HSE,36
